t,src_ip,src_port,dst_ip,dst_port,cwnd,ssthresh,srtt_us,retrans,inflight,bytes_acked,ca_state
0.470970,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,32,0,3,8912934,Open
0.471007,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,31,0,3,9044006,Open
0.471040,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,30,0,3,9175078,Open
0.471051,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,29,0,1,9306044,Open
0.471081,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,9306150,Open
0.471091,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,2,9371633,Open
0.471128,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,9437222,Open
0.471164,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,9568294,Open
0.471200,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,9699366,Open
0.471237,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,9830438,Open
0.471273,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,9961510,Open
0.471310,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,10092582,Open
0.471346,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,10223654,Open
0.471384,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,10354726,Open
0.471422,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,10485798,Open
0.471478,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,10616870,Open
0.471522,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,28,0,3,10747942,Open
0.471558,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,28,0,3,10879014,Open
0.471595,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,11010086,Open
0.471632,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,11141158,Open
0.471668,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,11272230,Open
0.471705,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,11403302,Open
0.471741,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,11534374,Open
0.471777,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,11665446,Open
0.471825,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,11796518,Open
0.471862,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,11927590,Open
0.471898,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,12058662,Open
0.471935,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,12189734,Open
0.471971,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,12320806,Open
0.472008,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,12451878,Open
0.472044,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,12582950,Open
0.472081,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,12714022,Open
0.472117,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,12845094,Open
0.472153,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,12976166,Open
0.472190,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,13107238,Open
0.472227,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,13238310,Open
0.472263,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,13369382,Open
0.472299,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,13500454,Open
0.472336,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,13631526,Open
0.472373,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,13762598,Open
0.472410,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,13893670,Open
0.472469,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,14024742,Open
0.472511,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,14155814,Open
0.472555,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,14286886,Open
0.472592,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,14417958,Open
0.472629,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,14549030,Open
0.472665,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,14680102,Open
0.472702,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,14811174,Open
0.472738,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,14942246,Open
0.472776,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,15073318,Open
0.472812,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,15204390,Open
0.472849,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,15335462,Open
0.472885,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,15466534,Open
0.472921,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,15597606,Open
0.472958,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,15728678,Open
0.472994,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,15859750,Open
0.473031,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,15990822,Open
0.473067,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,16121894,Open
0.473104,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,16252966,Open
0.473141,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,16384038,Open
0.473177,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,16515110,Open
0.473214,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,16646182,Open
0.473250,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,16777254,Open
0.473287,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,16908326,Open
0.473324,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,17039398,Open
0.473360,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,17170470,Open
0.473396,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,17301542,Open
0.473459,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,17432614,Open
0.473497,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,17563686,Open
0.473534,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,17694758,Open
0.473572,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,17825830,Open
0.473684,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,17956902,Open
0.473723,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,18087974,Open
0.473761,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,18219046,Open
0.473799,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,18350118,Open
0.473835,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,18481190,Open
0.473872,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,18612262,Open
0.473909,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,18743334,Open
0.473946,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,18874406,Open
0.473984,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,19005478,Open
0.474020,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,19136550,Open
0.474055,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,19267622,Open
0.474090,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,19398694,Open
0.474126,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,19529766,Open
0.474162,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,19660838,Open
0.474197,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,19791910,Open
0.474233,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,19922982,Open
0.474268,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,20054054,Open
0.474303,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,20185126,Open
0.474339,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,20316198,Open
0.474374,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,25,0,3,20447270,Open
0.474438,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,20578342,Open
0.474474,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,20709414,Open
0.474511,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,27,0,3,20840486,Open
0.474547,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,20971558,Open
0.474583,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,3,21102630,Open
0.475317,127.0.0.1,51230,127.0.0.1,5201,10,2147483647,26,0,10,21233702,Open
0.475395,127.0.0.1,51230,127.0.0.1,5201,20,2147483647,113,0,20,21823155,Open
0.475420,127.0.0.1,51230,127.0.0.1,5201,33,2147483647,108,0,15,22674434,Open
0.475431,127.0.0.1,51230,127.0.0.1,5201,33,33,107,0,11,23071411,Open
0.475434,127.0.0.1,51230,127.0.0.1,5201,33,33,97,0,6,23394747,Open
0.475444,127.0.0.1,51230,127.0.0.1,5201,33,33,89,0,5,23591196,Open
0.475465,127.0.0.1,51230,127.0.0.1,5201,33,33,81,0,4,23787645,Open
0.475471,127.0.0.1,51230,127.0.0.1,5201,33,33,75,0,3,23855142,Open
0.475492,127.0.0.1,51230,127.0.0.1,5201,33,33,68,0,3,23986108,Open
0.475513,127.0.0.1,51230,127.0.0.1,5201,33,33,62,0,4,24051697,Open
0.475522,127.0.0.1,51230,127.0.0.1,5201,33,33,58,0,3,24117286,Open
0.475592,127.0.0.1,51230,127.0.0.1,5201,33,33,53,0,3,24248252,Open
0.475895,127.0.0.1,51230,127.0.0.1,5201,33,33,56,0,3,24379324,Open
0.476859,127.0.0.1,51230,127.0.0.1,5201,33,33,87,0,21,24379430,Open
0.476908,127.0.0.1,51230,127.0.0.1,5201,33,33,200,0,1,25689196,Open
0.476967,127.0.0.1,51230,127.0.0.1,5201,33,33,180,0,3,25690150,Open
0.476978,127.0.0.1,51230,127.0.0.1,5201,33,33,160,0,1,25821116,Open
0.477010,127.0.0.1,51230,127.0.0.1,5201,33,33,142,0,3,25821222,Open
0.477021,127.0.0.1,51230,127.0.0.1,5201,33,33,127,0,1,25952188,Open
